ITEM|LOC|PRODUCTIONMETHOD|STEPNUM|EFF|RES|PRODRATE|PRODRATECAL|PRODDUR|NEXTSTEPTIMING|U_PLANMODULE
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-6_COMMON|2|01-01-1970|RES_CG-1227_F21|1.0|IF_PR_191_INTEL FOV-6|1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-6_COMMON|3|01-01-1970|RES_CAYMAN POINT-BASE_8FCMCVB_F21|1.0||1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-6_IFS|1|01-01-1970|RES_INTEL FOV-6_IFS_F21|1.0|IF_PR_191_INTEL FOV-6|1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-6_IFS|2|01-01-1970|RES_CG-1227_F21|1.0|IF_PR_191_INTEL FOV-6|1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-6_IFS|3|01-01-1970|RES_CAYMAN POINT-BASE_8FCMCVB_F21|1.0||1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-7_COMMON|1|01-01-1970|RES_INTEL FOV-7_COMMON_F21|1.0|IF_PR_191_INTEL FOV-7|1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-7_COMMON|2|01-01-1970|RES_CG-1227_F21|1.0|IF_PR_191_INTEL FOV-7|1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-7_COMMON|3|01-01-1970|RES_CAYMAN POINT-BASE_8FCMCVB_F21|1.0||1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-7_IFS|1|01-01-1970|RES_INTEL FOV-7_IFS_F21|1.0|IF_PR_191_INTEL FOV-7|1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-7_IFS|2|01-01-1970|RES_CG-1227_F21|1.0|IF_PR_191_INTEL FOV-7|1440|3|BY_IF
2000-314-191|1006|2000-314-191_1006_480_INTEL FOV-7_IFS|3|01-01-1970|RES_CAYMAN POINT-BASE_8FCMCVB_F21|1.0||1440|3|BY_IF
2000-280-868|1006|2000-280-868_1006_242|1|01-01-1970|RES_HoP4k_448_Prec_ARR|1.0|IF_PR_3770_RES_HoP4k_448_Prec_ARR|1440|3|BY_IF
2000-280-868|1006|2000-280-868_1006_242|2|01-01-1970|RES_METEOR LAKE-FOV-X27-25_82-COLD_ARR|1.0|IF_PR_3770_RES_METEOR LAKE-FOV-X27-25_82-COLD_ARR|1440|3|BY_IF
2000-280-868|1006|2000-280-868_1006_242|3|01-01-1970| |||1440|3|BY_IF
2000-280-868|1006|2000-280-868_1006_242|4|01-01-1970| |||1440|3|BY_IF
2000-280-868|1006|2000-280-868_1006_242|5|01-01-1970| |||1440|3|BY_IF
2000-281-424|1006|2000-281-424_1006_252|1|01-01-1970|RES_C4_LRP_CEVcn_F21|1.0|IF_PR_2519_RES_C4_LRP_CEVcn_F21|1440|3|BY_IF
2000-281-424|1006|2000-281-424_1006_252|2|01-01-1970|RES_CEVcn_F11X_SDA_F21|1.0|IF_PR_2519_RES_CEVcn_F11X_SDA_F21|1440|3|BY_IF
2000-281-424|1006|2000-281-424_1006_252|3|01-01-1970|RES_CSG_CSP_F11X_SDA_F21|1.0|IF_PR_2519_RES_CSG_CSP_F11X_SDA_F21|1440|3|BY_IF
2000-281-424|1020|2000-281-424_1020_251|1|01-01-1970|RES_C4_LRP_DSTcg_FAL|1.0|IF_PR_2521_RES_C4_LRP_DSTcg_FAL|1440|3|BY_IF
2000-281-424|1020|2000-281-424_1020_251|2|01-01-1970|RES_C4_PATcf_FAL|1.0|IF_PR_2521_RES_C4_PATcf_FAL|1440|3|BY_IF
2000-281-427|1003|2000-281-427_1003_240|1|01-01-1970|RES_TTTa1_AR4|1.0|IF_PR_2522_RES_TTTa1_AR4|1440|3|BY_IF
2000-281-427|1003|2000-281-427_1003_240|2|01-01-1970|RES_USPa_AR4|1.0|IF_PR_2522_RES_USPa_AR4|1440|3|BY_IF
2000-281-427|1003|2000-281-427_1003_240|3|01-01-1970|RES_WTTaa_AR4|1.0|IF_PR_2522_RES_WTTaa_AR4|1440|3|BY_IF
2000-281-427|1003|2000-281-427_1003_240|4|01-01-1970|RES_XIU_ARLSOCM_AR4|1.0|IF_PR_2522_RES_XIU_ARLSOCM_AR4|1440|3|BY_IF
2000-281-446|1006|2000-281-446_1006_268|1|01-01-1970|RES_C4_LRP_CEVcn_F21|1.0|IF_PR_2540_RES_C4_LRP_CEVcn_F21|1440|3|BY_IF
2000-281-446|1006|2000-281-446_1006_268|2|01-01-1970|RES_CEVcn_F11X_SDA_F21|1.0|IF_PR_2540_RES_CEVcn_F11X_SDA_F21|1440|3|BY_IF
2000-281-446|1006|2000-281-446_1006_268|3|01-01-1970|RES_CSG_CSP_F11X_SDA_F21|1.0|IF_PR_2540_RES_CSG_CSP_F11X_SDA_F21|1440|3|BY_IF
2000-281-446|1020|2000-281-446_1020_269|1|01-01-1970|RES_C4_LRP_DSTcg_FAL|1.0|IF_PR_2541_RES_C4_LRP_DSTcg_FAL|1440|3|BY_IF
2000-281-446|1020|2000-281-446_1020_269|2|01-01-1970|RES_C4_PATcf_FAL|1.0|IF_PR_2541_RES_C4_PATcf_FAL|1440|3|BY_IF
2000-281-452|1006|2000-281-452_1006_271|1|01-01-1970|RES_C4_LRP_CEVcn_F21|1.0|IF_PR_2542_RES_C4_LRP_CEVcn_F21|1440|3|BY_IF
2000-281-452|1006|2000-281-452_1006_271|2|01-01-1970|RES_CEVcn_F11X_SDA_F21|1.0|IF_PR_2542_RES_CEVcn_F11X_SDA_F21|1440|3|BY_IF
2000-281-452|1006|2000-281-452_1006_271|3|01-01-1970|RES_CSG_CSP_F11X_SDA_F21|1.0|IF_PR_2542_RES_CSG_CSP_F11X_SDA_F21|1440|3|BY_IF
2000-281-452|1020|2000-281-452_1020_270|1|01-01-1970|RES_C4_LRP_DSTcg_FAL|1.0|IF_PR_2543_RES_C4_LRP_DSTcg_FAL|1440|3|BY_IF
2000-281-452|1020|2000-281-452_1020_270|2|01-01-1970|RES_C4_PATcf_FAL|1.0|IF_PR_2543_RES_C4_PATcf_FAL|1440|3|BY_IF
2000-281-512|1006|2000-281-512_1006_245|1|01-01-1970|RES_HoP4k_448_Prec_ARR|1.0|IF_PR_2532_RES_HoP4k_448_Prec_ARR|1440|3|BY_IF
2000-281-512|1006|2000-281-512_1006_245|2|01-01-1970|RES_METEOR LAKE-IOE-P - COLD-COLD_ARR|1.0|IF_PR_2532_RES_METEOR LAKE-IOE-P - COLD-COLD_ARR|1440|3|BY_IF
2000-281-514|1003|2000-281-514_1003_247|1|01-01-1970|RES_TTTa1_AR4|1.0|IF_PR_2535_RES_TTTa1_AR4|1440|3|BY_IF
2000-281-514|1003|2000-281-514_1003_247|2|01-01-1970|RES_USPa_AR4|1.0|IF_PR_2535_RES_USPa_AR4|1440|3|BY_IF
2000-281-514|1003|2000-281-514_1003_247|3|01-01-1970|RES_WTTaa_AR4|1.0|IF_PR_2535_RES_WTTaa_AR4|1440|3|BY_IF
2000-281-514|1003|2000-281-514_1003_247|4|01-01-1970|RES_XIU_MTLGPUP_AR4|1.0|IF_PR_2535_RES_XIU_MTLGPUP_AR4|1440|3|BY_IF
2000-281-514|1006|2000-281-514_1006_246|1|01-01-1970|RES_HWTaa_ARR|1.0|IF_PR_2536_RES_HWTaa_ARR|1440|3|BY_IF
2000-281-514|1006|2000-281-514_1006_246|2|01-01-1970|RES_MTL GPU P XIU_ARR|1.0|IF_PR_2536_RES_MTL GPU P XIU_ARR|1440|3|BY_IF
2000-281-514|1006|2000-281-514_1006_246|3|01-01-1970|RES_TTTa1_ARR|1.0|IF_PR_2536_RES_TTTa1_ARR|1440|3|BY_IF
2000-281-514|1006|2000-281-514_1006_246|4|01-01-1970|RES_WTTaa_ARR|1.0|IF_PR_2536_RES_WTTaa_ARR|1440|3|BY_IF
2000-285-610|1006|2000-285-610_1006_424|1|01-01-1970|RES_HoP4k_448_Prec_ARR|1.0|IF_PR_3793_RES_HoP4k_448_Prec_ARR|1440|3|BY_IF
2000-285-610|1006|2000-285-610_1006_424|2|01-01-1970|RES_LUNAR LAKE 4 4 2 M BASE-COLD_ARR|1.0|IF_PR_3793_RES_LUNAR LAKE 4 4 2 M BASE-COLD_ARR|1440|3|BY_IF
2000-285-678|1006|2000-285-678_1006_420|1|01-01-1970|RES_HWTaa_ARR|1.0|IF_PR_3798_RES_HWTaa_ARR|0|3|BY_IF
2000-285-678|1020|2000-285-678_1020_421|1|01-01-1970|RES_NO_SORT_RESOURCE_SAL_SAL|1.0|IF_PR_3799_RES_NO_SORT_RESOURCE_SAL_SAL|0|3|BY_IF
2000-293-667|1006|2000-293-667_1006_430|1|01-01-1970|RES_C4_LRP_CEVcn_F21|1.0|IF_PR_2681_RES_C4_LRP_CEVcn_F21|1440|3|BY_IF
2000-293-667|1006|2000-293-667_1006_430|2|01-01-1970|RES_CEVcn_F11X_SDA_F21|1.0|IF_PR_2681_RES_CEVcn_F11X_SDA_F21|1440|3|BY_IF
2000-293-667|1006|2000-293-667_1006_430|3|01-01-1970|RES_CSG_CSP_F11X_SDA_F21|1.0|IF_PR_2681_RES_CSG_CSP_F11X_SDA_F21|1440|3|BY_IF
2000-293-667|1020|2000-293-667_1020_431|1|01-01-1970|RES_C4_LRP_DSTcg_FAL|1.0|IF_PR_2682_RES_C4_LRP_DSTcg_FAL|1440|3|BY_IF
2000-293-667|1020|2000-293-667_1020_431|2|01-01-1970|RES_C4_PATcf_FAL|1.0|IF_PR_2682_RES_C4_PATcf_FAL|1440|3|BY_IF
2000-293-669|1006|2000-293-669_1006_423|1|01-01-1970|RES_HWTaa_ARR|1.0|IF_PR_2684_RES_HWTaa_ARR|1440|3|BY_IF
2000-293-669|1006|2000-293-669_1006_423|2|01-01-1970|RES_LNL M442 CPU XIU_ARR|1.0|IF_PR_2684_RES_LNL M442 CPU XIU_ARR|1440|3|BY_IF
2000-293-669|1006|2000-293-669_1006_423|3|01-01-1970|RES_TTTa1_ARR|1.0|IF_PR_2684_RES_TTTa1_ARR|1440|3|BY_IF
2000-293-669|1006|2000-293-669_1006_423|4|01-01-1970|RES_WTTaa_ARR|1.0|IF_PR_2684_RES_WTTaa_ARR|1440|3|BY_IF
2000-293-669|1020|2000-293-669_1020_422|1|01-01-1970|RES_TTTa1_SAL|1.0|IF_PR_2685_RES_TTTa1_SAL|1440|3|BY_IF
2000-293-669|1020|2000-293-669_1020_422|2|01-01-1970|RES_USPa_SAL|1.0|IF_PR_2685_RES_USPa_SAL|1440|3|BY_IF
2000-293-669|1020|2000-293-669_1020_422|3|01-01-1970|RES_WTTaa_SAL|1.0|IF_PR_2685_RES_WTTaa_SAL|1440|3|BY_IF
2000-293-669|1020|2000-293-669_1020_422|4|01-01-1970|RES_XIU_LNLCPU_SAL|1.0|IF_PR_2685_RES_XIU_LNLCPU_SAL|1440|3|BY_IF
2000-293-673|1006|2000-293-673_1006_419|1|01-01-1970|RES_HWTaa_ARR|1.0|IF_PR_2690_RES_HWTaa_ARR|1440|3|BY_IF
2000-293-673|1006|2000-293-673_1006_419|2|01-01-1970|RES_LNL SOC M XIU_ARR|1.0|IF_PR_2690_RES_LNL SOC M XIU_ARR|1440|3|BY_IF
2000-293-673|1006|2000-293-673_1006_419|3|01-01-1970|RES_TTTa1_ARR|1.0|IF_PR_2690_RES_TTTa1_ARR|1440|3|BY_IF
2000-293-673|1006|2000-293-673_1006_419|4|01-01-1970|RES_WTTaa_ARR|1.0|IF_PR_2690_RES_WTTaa_ARR|1440|3|BY_IF
2000-293-673|1020|2000-293-673_1020_418|1|01-01-1970|RES_TTTa1_SAL|1.0|IF_PR_2691_RES_TTTa1_SAL|1440|3|BY_IF
2000-293-673|1020|2000-293-673_1020_418|2|01-01-1970|RES_USPa_SAL|1.0|IF_PR_2691_RES_USPa_SAL|1440|3|BY_IF
2000-293-673|1020|2000-293-673_1020_418|3|01-01-1970|RES_WTTaa_SAL|1.0|IF_PR_2691_RES_WTTaa_SAL|1440|3|BY_IF
2000-293-673|1020|2000-293-673_1020_418|4|01-01-1970|RES_XIU_LNLSOCM_SAL|1.0|IF_PR_2691_RES_XIU_LNLSOCM_SAL|1440|3|BY_IF
2000-293-678|1006|2000-293-678_1006_427|1|01-01-1970|RES_C4_LRP_CEVcn_F21|1.0|IF_PR_2687_RES_C4_LRP_CEVcn_F21|1440|3|BY_IF
2000-293-678|1006|2000-293-678_1006_427|2|01-01-1970|RES_CEVcn_F11X_SDA_F21|1.0|IF_PR_2687_RES_CEVcn_F11X_SDA_F21|1440|3|BY_IF
2000-293-678|1006|2000-293-678_1006_427|3|01-01-1970|RES_CSG_CSP_F11X_SDA_F21|1.0|IF_PR_2687_RES_CSG_CSP_F11X_SDA_F21|1440|3|BY_IF
2000-293-678|1020|2000-293-678_1020_426|1|01-01-1970|RES_C4_LRP_DSTcg_FAL|1.0|IF_PR_2688_RES_C4_LRP_DSTcg_FAL|1440|3|BY_IF
2000-293-678|1020|2000-293-678_1020_426|2|01-01-1970|RES_C4_PATcf_FAL|1.0|IF_PR_2688_RES_C4_PATcf_FAL|1440|3|BY_IF
2000-309-416|1006|2000-309-416_1006_475|1|01-01-1970|RES_HoP4k_448_Prec_ARR|1.0|IF_PR_4200_RES_HoP4k_448_Prec_ARR|0|3|BY_IF
2000-309-416|1006|2000-309-416_1006_475|2|01-01-1970|RES_LAVA BRIDGE-12-COLD_ARR|1.0|IF_PR_4200_RES_LAVA BRIDGE-12-COLD_ARR|0|3|BY_IF
2000-309-879|1006|2000-309-879_1006_474|1|01-01-1970|RES_CAYMAN POINT IPD-COLD_ARR|1.0|IF_PR_2971_RES_CAYMAN POINT IPD-COLD_ARR|1440|3|BY_IF
2000-309-879|1006|2000-309-879_1006_474|2|01-01-1970|RES_HoP4k_448_Prec_ARR|1.0|IF_PR_2971_RES_HoP4k_448_Prec_ARR|1440|3|BY_IF
2000-313-096|1006|2000-313-096_1006_478|1|01-01-1970|RES_C4_LRP_CEVcn_F21|1.0|IF_PR_2951_RES_C4_LRP_CEVcn_F21|1440|3|BY_IF
2000-313-096|1006|2000-313-096_1006_478|2|01-01-1970|RES_CEVcn_F11X_SDA_F21|1.0|IF_PR_2951_RES_CEVcn_F11X_SDA_F21|1440|3|BY_IF
2000-313-096|1006|2000-313-096_1006_478|3|01-01-1970|RES_CSG_CSP_F11X_SDA_F21|1.0|IF_PR_2951_RES_CSG_CSP_F11X_SDA_F21|1440|3|BY_IF
2000-314-192|1006|2000-314-192_1006_473|1|01-01-1970|RES_CAYMAN POINT-BASE-COLD_ARR|1.0|IF_PR_3269_RES_CAYMAN POINT-BASE-COLD_ARR|1440|3|BY_IF
2000-314-192|1006|2000-314-192_1006_473|2|01-01-1970|RES_HoP4k_448_Prec_ARR|1.0|IF_PR_3269_RES_HoP4k_448_Prec_ARR|1440|3|BY_IF
N44236-002|VF_S|N44236-002_VF_S_9003|10|01-01-1970||1.0||1440|1|BY_IF
N44236-002|VF_S|N44236-002_VF_S_9003|20|01-01-1970|RES_IHS-N44236-002|1.0|PR_CAL_N44236-002_VF_S_20|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|10|01-01-1970|ACWaa_1003|1.0|PR_CAL_100000000008_1003_285_PV1_10|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|20|01-01-1970|N3Ech_1003|1.0|PR_CAL_100000000008_1003_285_PV1_20|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|21|01-01-1970|PLHcb_1003|1.0|PR_CAL_100000000008_1003_285_PV1_21|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|30|01-01-1970|CEVci_1003|1.0|PR_CAL_100000000008_1003_285_PV1_30|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|40|01-01-1970|EXDba_1003|1.0|PR_CAL_100000000008_1003_285_PV1_40|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|50|01-01-1970|DCOe_1003|1.0|PR_CAL_100000000008_1003_285_PV1_50|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|51|01-01-1970|DCOe_1003|1.0|PR_CAL_100000000008_1003_285_PV1_51|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|52|01-01-1970|USPa_1003|1.0|PR_CAL_100000000008_1003_285_PV1_52|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|60|01-01-1970|HDSbd_1003|1.0|PR_CAL_100000000008_1003_285_PV1_60|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|70|01-01-1970|WTTaa_1003|1.0|PR_CAL_100000000008_1003_285_PV1_70|1440|1|BY_IF
100000000008|1003|100000000008_1003_285_PV1|71|01-01-1970|TTTa1_1003|1.0|PR_CAL_100000000008_1003_285_PV1_71|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|10|01-01-1970|ACWaa_1003|1.0|PR_CAL_100000000008_1003_9002_PV2_10|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|20|01-01-1970|N3Ech_1003|1.0|PR_CAL_100000000008_1003_9002_PV2_20|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|21|01-01-1970|PLHcb_1003|1.0|PR_CAL_100000000008_1003_9002_PV2_21|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|30|01-01-1970|CEVci_1003|1.0|PR_CAL_100000000008_1003_9002_PV2_30|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|40|01-01-1970|EXDba_1003|1.0|PR_CAL_100000000008_1003_9002_PV2_40|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|45|01-01-1970|RES_ST-1003-1006|1.0|PR_CAL_100000000008_1003_9002_PV2_45|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|50|01-01-1970|DCOe_1006|1.0|PR_CAL_100000000008_1003_9002_PV2_50|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|51|01-01-1970|DCOe_1006|1.0|PR_CAL_100000000008_1003_9002_PV2_51|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|52|01-01-1970|USPa_1006|1.0|PR_CAL_100000000008_1003_9002_PV2_52|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|60|01-01-1970|HDSih_1006|1.0|PR_CAL_100000000008_1003_9002_PV2_60|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|70|01-01-1970|WTTaa_1006|1.0|PR_CAL_100000000008_1003_9002_PV2_70|1440|1|BY_IF
100000000008|1003|100000000008_1003_9002_PV2|71|01-01-1970|TTTa1_1006|1.0|PR_CAL_100000000008_1003_9002_PV2_71|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|10|01-01-1970|ACWaa_1006|1.0|PR_CAL_100000000008_1006_283_PV1_10|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|20|01-01-1970|N3Ech_1006|1.0|PR_CAL_100000000008_1006_283_PV1_20|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|21|01-01-1970|PLHcb_1006|1.0|PR_CAL_100000000008_1006_283_PV1_21|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|30|01-01-1970|CEVci_1006|1.0|PR_CAL_100000000008_1006_283_PV1_30|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|40|01-01-1970|EXDba_1006|1.0|PR_CAL_100000000008_1006_283_PV1_40|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|50|01-01-1970|DCOe_1006|1.0|PR_CAL_100000000008_1006_283_PV1_50|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|51|01-01-1970|DCOe_1006|1.0|PR_CAL_100000000008_1006_283_PV1_51|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|52|01-01-1970|USPa_1006|1.0|PR_CAL_100000000008_1006_283_PV1_52|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|60|01-01-1970|HDSih_1006|1.0|PR_CAL_100000000008_1006_283_PV1_60|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|70|01-01-1970|WTTaa_1006|1.0|PR_CAL_100000000008_1006_283_PV1_70|1440|1|BY_IF
100000000008|1006|100000000008_1006_283_PV1|71|01-01-1970|TTTa1_1006|1.0|PR_CAL_100000000008_1006_283_PV1_71|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|10|01-01-1970|ACWaa_1006|1.0|PR_CAL_100000000008_1006_9001_PV2_10|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|20|01-01-1970|N3Ech_1006|1.0|PR_CAL_100000000008_1006_9001_PV2_20|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|21|01-01-1970|PLHcb_1006|1.0|PR_CAL_100000000008_1006_9001_PV2_21|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|30|01-01-1970|CEVci_1006|1.0|PR_CAL_100000000008_1006_9001_PV2_30|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|40|01-01-1970|EXDba_1006|1.0|PR_CAL_100000000008_1006_9001_PV2_40|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|45|01-01-1970|RES_ST-1006-1003|1.0|PR_CAL_100000000008_1006_9001_PV2_45|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|50|01-01-1970|DCOe_1003|1.0|PR_CAL_100000000008_1006_9001_PV2_50|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|51|01-01-1970|DCOe_1003|1.0|PR_CAL_100000000008_1006_9001_PV2_51|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|52|01-01-1970|USPa_1003|1.0|PR_CAL_100000000008_1006_9001_PV2_52|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|60|01-01-1970|HDSbd_1003|1.0|PR_CAL_100000000008_1006_9001_PV2_60|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|70|01-01-1970|WTTaa_1003|1.0|PR_CAL_100000000008_1006_9001_PV2_70|1440|1|BY_IF
100000000008|1006|100000000008_1006_9001_PV2|71|01-01-1970|TTTa1_1003|1.0|PR_CAL_100000000008_1006_9001_PV2_71|1440|1|BY_IF
2000-280-868|1003|2000-280-868_1003_243|1|01-01-1970| |1.0| |1440|3|BY_IF
2000-280-868|1003|2000-280-868_1003_243|2|01-01-1970| |1.0| |1440|3|BY_IF
2000-280-868|1003|2000-280-868_1003_243|3|01-01-1970| |1.0| |1440|3|BY_IF
2000-280-868|1003|2000-280-868_1003_243|4|01-01-1970| |1.0| |1440|3|BY_IF
2000-280-868|1003|2000-280-868_1003_243|5|01-01-1970| |1.0| |1440|3|BY_IF
2000-281-391|1003|2000-281-391_1003_248|1|01-01-1970| |1.0||1440|3|BY_IF
2000-281-391|1003|2000-281-391_1003_248|2|01-01-1970| |1.0||1440|3|BY_IF
2000-281-391|1003|2000-281-391_1003_248|3|01-01-1970| |1.0||1440|3|BY_IF
2000-281-391|1003|2000-281-391_1003_248|4|01-01-1970| |1.0||1440|3|BY_IF
2000-281-391|1003|2000-281-391_1003_248|5|01-01-1970| |1.0||1440|3|BY_IF
2000-281-427|1006|2000-281-427_1006_241|1|01-01-1970| |1.0||1440|3|BY_IF
2000-281-427|1006|2000-281-427_1006_241|2|01-01-1970| |1.0||1440|3|BY_IF
2000-281-427|1006|2000-281-427_1006_241|3|01-01-1970| |1.0||1440|3|BY_IF
2000-281-427|1006|2000-281-427_1006_241|4|01-01-1970| |1.0||1440|3|BY_IF
2000-281-427|1006|2000-281-427_1006_241|5|01-01-1970| |1.0||1440|3|BY_IF
2000-281-512|1003|2000-281-512_1003_244|1|01-01-1970| |1.0||1440|3|BY_IF
2000-281-512|1003|2000-281-512_1003_244|2|01-01-1970| |1.0||1440|3|BY_IF
2000-281-512|1003|2000-281-512_1003_244|3|01-01-1970| |1.0||1440|3|BY_IF
2000-281-512|1003|2000-281-512_1003_244|4|01-01-1970| |1.0||1440|3|BY_IF
2000-281-512|1003|2000-281-512_1003_244|5|01-01-1970| |1.0||1440|3|BY_IF
