ITEM|LOC|CONSTRSTOCKLOWDATE|CONSTRSTOCKLOWDUR|CONSTRSTOCKLOWQTY|CONSTRSTOCKOUTDATE|CONSTRSTOCKOUTQTY|CONSTRSTOCKOUTDUR|MAXCONSTRPROJOHDATE|MAXCONSTRCOVDATE|MAXCONSTRCOVDUR|MAXCONSTRPROJOH|MINCONSTRCOVDATE|MINCONSTRCOVDUR|OPTIONSET|PROCESSDATE|STARTDATE|CAPTURE_WK|CAPTURE_TYPE|SIMULATION_NAME|SOLVE_VERSION|U_PLANMODULE
100000002016|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-001-049|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-001-050|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-280-868|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-280-869|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-391|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-396|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-424|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-427|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-446|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-452|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-512|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-514|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-285-609|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-285-610|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-285-677|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-285-678|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-661|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-665|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-667|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-671|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-677|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-293-667|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-293-669|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-293-673|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-293-678|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-295-273|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-301-518|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-309-414|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-309-415|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-309-416|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-309-877|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-309-879|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-313-096|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-314-191|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-314-192|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-314-196|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-314-348|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-314-350|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2001-000-002|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2001-000-003|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2001-000-004|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2001-001-002|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2001-001-003|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
821-3110-59|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
823-1005-81|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
823-3030-08|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
823-3072-20|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
823-3072-21|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
823-3074-82|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
N54418-001|1006|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000008|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000009|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000026|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000027|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000028|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000029|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000030|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000031|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000032|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000033|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000034|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000110|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000111|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000112|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000113|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000002003|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000002004|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000002005|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000002006|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000002013|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-001-049|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-001-050|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-280-868|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-280-869|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-391|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-396|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-424|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-427|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-446|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-452|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-512|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-281-514|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-285-609|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-285-677|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-661|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-665|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-667|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-671|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-288-677|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-293-719|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-293-724|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
2000-295-273|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
821-3110-59|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
823-1005-81|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
823-3072-20|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
823-3072-21|1003|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
A95538-012|VF_S|01-JAN-1970|0|0|01-JAN-1970|0|0||01-JAN-1970|0|0|01-JAN-1970|0|BATCH_IF_SSP|10-NOV-2025|26-JUL-2025|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
