ITEM|RES|LOC|SUPPLYTYPE|PRODUCTIONMETHOD|STEPNUM|WHENLOADED|LOADQTY|SOURCEOPT|RESLOC|CUSTORDLOADQTY|FCSTORDLOADQTY|SSLOADQTY|SUPPLYQTY|STARTDATE|SUPPLYSEQNUM|SOURCE|NEEDDATE|SCHEDDATE|EXPDATE|PROCESSID|OFFSET|ROUTINGNEEDCOMPLETEDATE|DMDNEEDDATE|DMDORDERSEQNUM|DMDORDERTYPE|SUPPLYORDERSEQNUM|OPTIONSETNAME|SUPPLYORDERNUM|LOADDUR|DMDEXPDATE|IMPORTEDSW|CAPTURE_WK|CAPTURE_TYPE|SIMULATION_NAME|SOLVE_VERSION|U_PLANMODULE
100000000004|CDAT envelop HPOb|1004|2|100000000004_1004_303|3|28-SEP-2025|419.586823|1|1004|0|419.586853|0|411.195099|27-SEP-2025|3568| |01-JAN-1970|28-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3568|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop HPOb|1004|2|100000000004_1004_303|3|05-OCT-2025|585|1|1004|0|584.999878|0|573.299988|04-OCT-2025|3569| |01-JAN-1970|05-OCT-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3569|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop STHp|1004|2|100000000004_1004_303|4|10-AUG-2025|765.306091|1|1004|765.30603|0|0|750|09-AUG-2025|3563| |01-JAN-1970|10-AUG-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3563|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop STHp|1004|2|100000000004_1004_303|4|17-AUG-2025|280.612244|1|1004|280.612244|0|0|275|16-AUG-2025|3564| |01-JAN-1970|17-AUG-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3564|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop STHp|1004|2|100000000004_1004_303|4|31-AUG-2025|585|1|1004|61.224491|523.775513|0|573.299988|30-AUG-2025|3565| |01-JAN-1970|31-AUG-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3565|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop STHp|1004|2|100000000004_1004_303|4|07-SEP-2025|585|1|1004|0|584.999939|0|573.299988|06-SEP-2025|3566| |01-JAN-1970|07-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3566|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop STHp|1004|2|100000000004_1004_303|4|14-SEP-2025|585|1|1004|0|584.999939|0|573.299988|13-SEP-2025|3567| |01-JAN-1970|14-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3567|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop STHp|1004|2|100000000004_1004_303|4|28-SEP-2025|419.586823|1|1004|0|419.586853|0|411.195099|27-SEP-2025|3568| |01-JAN-1970|28-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3568|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop STHp|1004|2|100000000004_1004_303|4|05-OCT-2025|585|1|1004|0|584.999878|0|573.299988|04-OCT-2025|3569| |01-JAN-1970|05-OCT-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3569|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|Capacity Envelope 1|1004|2|100000000004_1004_303|2|10-AUG-2025|765.306091|1|1004|765.30603|0|0|750|09-AUG-2025|3563| |01-JAN-1970|10-AUG-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3563|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|Capacity Envelope 1|1004|2|100000000004_1004_303|2|17-AUG-2025|280.612244|1|1004|280.612244|0|0|275|16-AUG-2025|3564| |01-JAN-1970|17-AUG-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3564|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|Capacity Envelope 1|1004|2|100000000004_1004_303|2|31-AUG-2025|585|1|1004|61.224491|523.775513|0|573.299988|30-AUG-2025|3565| |01-JAN-1970|31-AUG-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3565|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|Capacity Envelope 1|1004|2|100000000004_1004_303|2|07-SEP-2025|585|1|1004|0|584.999939|0|573.299988|06-SEP-2025|3566| |01-JAN-1970|07-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3566|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|Capacity Envelope 1|1004|2|100000000004_1004_303|2|14-SEP-2025|585|1|1004|0|584.999939|0|573.299988|13-SEP-2025|3567| |01-JAN-1970|14-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3567|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|Capacity Envelope 1|1004|2|100000000004_1004_303|2|28-SEP-2025|419.586823|1|1004|0|419.586853|0|411.195099|27-SEP-2025|3568| |01-JAN-1970|28-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3568|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|Capacity Envelope 1|1004|2|100000000004_1004_303|2|05-OCT-2025|585|1|1004|0|584.999878|0|573.299988|04-OCT-2025|3569| |01-JAN-1970|05-OCT-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3569|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CD6_MTL U 2C+8A+GT1 15W|1011|2|100000000004_1011_304|4|31-AUG-2025|11.70002|1|1004|0|11.70002|0|11.70002|30-AUG-2025|3653| |01-JAN-1970|31-AUG-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3653|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CD6_MTL U 2C+8A+GT1 15W|1011|2|100000000004_1011_304|4|07-SEP-2025|11.70002|1|1004|0|11.70002|0|11.70002|06-SEP-2025|3654| |01-JAN-1970|07-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3654|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CD6_MTL U 2C+8A+GT1 15W|1011|2|100000000004_1011_304|4|14-SEP-2025|11.70002|1|1004|0|11.70002|0|11.70002|13-SEP-2025|3655| |01-JAN-1970|14-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3655|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CD6_MTL U 2C+8A+GT1 15W|1011|2|100000000004_1011_304|4|21-SEP-2025|11.70002|1|1004|0|11.70002|0|11.70002|20-SEP-2025|3656| |01-JAN-1970|21-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3656|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CD6_MTL U 2C+8A+GT1 15W|1011|2|100000000004_1011_304|4|28-SEP-2025|148.476105|1|1004|0|148.476105|0|148.476105|27-SEP-2025|3657| |01-JAN-1970|28-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3657|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CD6_MTL U 2C+8A+GT1 15W|1011|2|100000000004_1011_304|4|05-OCT-2025|11.70002|1|1004|0|11.70002|0|11.70002|04-OCT-2025|3658| |01-JAN-1970|05-OCT-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3658|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CD6_MTL U 2C+8A+GT1 15W|1011|2|100000000004_1011_304|4|12-OCT-2025|475.628906|1|1004|0|475.628815|0|475.628906|11-OCT-2025|3659| |01-JAN-1970|12-OCT-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3659|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop NSB-A|1011|2|100000000004_1011_304|3|31-AUG-2025|11.938796|1|1011|0|11.938795|0|11.70002|30-AUG-2025|3653| |01-JAN-1970|31-AUG-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3653|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop NSB-A|1011|2|100000000004_1011_304|3|07-SEP-2025|11.938796|1|1011|0|11.938796|0|11.70002|06-SEP-2025|3654| |01-JAN-1970|07-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3654|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop NSB-A|1011|2|100000000004_1011_304|3|14-SEP-2025|11.938796|1|1011|0|11.938796|0|11.70002|13-SEP-2025|3655| |01-JAN-1970|14-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3655|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop NSB-A|1011|2|100000000004_1011_304|3|21-SEP-2025|11.938796|1|1011|0|11.938796|0|11.70002|20-SEP-2025|3656| |01-JAN-1970|21-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3656|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop NSB-A|1011|2|100000000004_1011_304|3|28-SEP-2025|151.506226|1|1011|0|151.506226|0|148.476105|27-SEP-2025|3657| |01-JAN-1970|28-SEP-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3657|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|CDAT envelop NSB-A|1011|2|100000000004_1011_304|3|05-OCT-2025|11.938796|1|1011|0|11.938796|0|11.70002|04-OCT-2025|3658| |01-JAN-1970|05-OCT-2025|01-JAN-1970|0|0|01-JAN-1970|01-JAN-1970|-1|-1|-1| |3658|0|01-JAN-1970|0|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
