FUNCTIONNAME|FUNCTIONNUM|DESCR|EXCEPTION|WHEN|USERID|EXCEPTIONDATE|SEQNUM|PARENTITEM|DEMANDQTY|LOC|ITEM|BATCHNUM|PROCESSID|PURCHMETHOD|PRODUCTIONMETHOD|SOURCING|PARENTLOC|BOMNUM|OFFSET|EFF|LEVELNUM|REVIEWEDSTATUS|CATEGORY|SEVERITY|LASTUPDATEDON|LASTUPDATEDBY|MINVAL|MAXVAL|SCHEDVAL|VIOLATIONVAL|DUR|BAND|PRIORITY|ALTSUBORD|ALTSUBORDLOC|CAPTURE_WK|CAPTURE_TYPE|SIMULATION_NAME|SOLVE_VERSION|U_PLANMODULE
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|72| |50.761421|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|73| |50.761421|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|74| |20|1011|2001-001-001|50|11501| |2001-001-001_1011_389| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|75| |20|1011|2001-001-001|50|11501| |2001-001-001_1011_389| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|76| |50.761421|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|77| |25|1011|2001-001-001|50|11501| |2001-001-001_1011_389| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|78| |25|1011|2001-001-001|50|11501| |2001-001-001_1011_389| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|79| |50.761421|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|80| |25|1011|2001-001-001|50|11501| |2001-001-001_1011_389| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|81| |50.761421|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|82| |25|1011|2001-001-001|50|11501| |2001-001-001_1011_389| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|83| |25|1003|2000-280-868|50|11501| |2000-280-868_1003_243| | |243|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|84| |25|1003|2000-280-868|50|11501| |2000-280-868_1003_243| | |243|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|85| |25|1003|2000-280-868|50|11501| |2000-280-868_1003_243| | |243|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|86| |76.142128|1020|2000-285-677|50|11501| | |2000-285-677_1003_1020| |0|0|01-JAN-1970|4|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|88| |76.142128|1020|2000-285-677|50|11501| | |2000-285-677_1003_1020| |0|0|01-JAN-1970|4|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|90| |25|1004|100000000004|50|11501| |100000000004_1004_303| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|91| |76.142128|1020|2000-285-677|50|11501| | |2000-285-677_1003_1020| |0|0|01-JAN-1970|4|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|93| |25.380711|1003|2000-281-391|50|11501| |2000-281-391_1003_248| | |248|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|94| |25|1004|100000000004|50|11501| |100000000004_1004_303| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|95| |25|1004|100000000005|50|11501| |100000000005_1004_305| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|96| |25.380711|1003|2000-281-512|50|11501| |2000-281-512_1003_244| | |244|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |15-JUL-2025|97| |25|1006|100000000008|50|11501| |100000000008_1006_283_PV1| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|98| |25|1004|100000000005|50|11501| |100000000005_1004_305| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|99| |25|1004|100000000005|50|11501| |100000000005_1004_305| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |15-JUL-2025|100| |25|1003|100000000008|50|11501| |100000000008_1003_285_PV1| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|101| |25.380711|1003|2000-281-514|50|11501| |2000-281-514_1003_247| | |247|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|102| |25.380711|1003|2000-281-427|50|11501| |2000-281-427_1003_240| | |240|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |15-JUL-2025|103| |25|1006|100000000008|50|11501| |100000000008_1006_283_PV1| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|104| |25.380711|1003|2000-281-514|50|11501| |2000-281-514_1003_247| | |247|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|105| |25.380711|1003|2000-281-427|50|11501| |2000-281-427_1003_240| | |240|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |15-JUL-2025|106| |25|1006|100000000008|50|11501| |100000000008_1006_283_PV1| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|107| |25.380711|1003|2000-281-391|50|11501| |2000-281-391_1003_248| | |248|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|108| |25.380711|1003|2000-281-512|50|11501| |2000-281-512_1003_244| | |244|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|109| |25.380711|1003|2000-281-427|50|11501| |2000-281-427_1003_240| | |240|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|110| |25.380711|1003|2000-281-514|50|11501| |2000-281-514_1003_247| | |247|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|111| |25.380711|1003|2000-281-512|50|11501| |2000-281-512_1003_244| | |244|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|112| |25.380711|1003|2000-281-391|50|11501| |2000-281-391_1003_248| | |248|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|113| |50.761421|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|114| |50.761421|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|115| |76.142128|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|116| |50|1004|100000000004|50|11501| |100000000004_1004_303| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |15-JUL-2025|117| |50|1003|100000000008|50|11501| |100000000008_1003_285_PV1| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|118| |75|1003|2000-280-868|50|11501| |2000-280-868_1003_243| | |243|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |19-JUL-2025|119| |101.522842|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |15-JUL-2025|120| |75|1003|100000000008|50|11501| |100000000008_1003_285_PV1| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|121| |75|1004|100000000005|50|11501| |100000000005_1004_305| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|122| |75|1004|100000000004|50|11501| |100000000004_1004_303| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|123| |76.142128|1003|2000-281-427|50|11501| |2000-281-427_1003_240| | |240|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |17-JUL-2025|124| |55|1003|100000000008|50|11501| |100000000008_1003_285_PV1| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |20-JUL-2025|125| |101.522842|1003|2000-281-424|50|11501| | |2000-281-424_1006_1003| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |20-JUL-2025|127| |76.142128|1004|100000000107|50|11501| |100000000107_1004_310| | |310|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |20-JUL-2025|128| |76.142128|1004|100000000006|50|11501| |100000000006_1004_308| | |308|0|01-JAN-1970|2|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |21-JUL-2025|129| |101.522842|1017|100000002013|50|11501| | |100000002013_1006_1017| |0|0|01-JAN-1970|3|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |20-JUL-2025|130| |76.142128|1003|2000-001-049|50|11501| | |2000-001-049_1006_1003| |0|0|01-JAN-1970|2|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|132| |20|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|133| |20|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|134| |20|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|135| |20|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|136| |25|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|137| |25|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|138| |25|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|139| |25|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|140| |30|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Production lead time|6702|09-NOV-2025| |25-JUL-2025|141| |75|1004|2001-000-001|50|11501| |2001-000-001_1004_458| | |0|0|01-JAN-1970|1|1|610|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |20-JUL-2025|142| |126.903549|1004|2000-314-350|50|11501| | |2000-314-350_1006_1004| |0|0|01-JAN-1970|4|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Sourcing lead time|6704|09-NOV-2025| |20-JUL-2025|143| |126.903549|1004|2000-309-877|50|11501| | |2000-309-877_1006_1004| |0|0|01-JAN-1970|4|1|616|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |31-JUL-2025|144| |203.045685|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |02-AUG-2025|145| |203.045685|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |02-AUG-2025|149| |203.045685|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |02-AUG-2025|150| |203.045685|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |02-AUG-2025|151| |253.807098|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |03-AUG-2025|154| |203.045685|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |03-AUG-2025|156| |203.045685|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |03-AUG-2025|158| |203.045685|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |03-AUG-2025|160| |228.426392|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |03-AUG-2025|162| |228.426392|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
Generate Master Plan LpOpt|401|Material|6701|09-NOV-2025| |04-AUG-2025|165| |203.045685|1006|2000-314-191|50|11501| | | | |0|0|01-JAN-1970|10|1|608|1|01-JAN-1970| |0|0|0|0|0|0|0| | |202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
