ITEM|LOC|DMDTYPE|EXTORDERID|SEQNUM|NEEDDATE|CALCPRIORITY|CONSUMEDQTY|HEADEREXTREF|FCSTSW|MARGIN|MAXLATEDUR|PRIORITY|QTY|REVENUE|COST|SCHEDDATE|SCHEDQTY|SCHEDSTATUS|AVAILDATE|PRIORITYSEQNUM|PROCESSSEQNUM|FCSTSEQNUM|SSSEQNUM|CUST|SUPERSEDESW|CALCREVENUE|CALCMARGIN|PRIORITYGROUP|DMDGROUP|TYPE|SCHEDSEQNUM|EFFCOVDUR|SHIPSTATUS|CAPTURE_WK|CAPTURE_TYPE|SIMULATION_NAME|SOLVE_VERSION|U_PLANMODULE
100000000004|1004|1|1020000510_0010_0001|0|12-AUG-2025|0|0|1020000510|1|0|120960|800|50|0|0|12-AUG-2025|50|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8524|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000511_0010_0001|0|30-AUG-2025|0|0|1020000511|1|0|120960|200|10|0|0|30-AUG-2025|10|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8115|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000512_0010_0001|0|24-SEP-2025|0|0|1020000512|1|0|120960|200|25|0|0|24-SEP-2025|25|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8095|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000513_0010_0001|0|12-AUG-2025|0|0|1020000513|1|0|120960|800|25|0|0|12-AUG-2025|25|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8523|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000514_0010_0001|0|23-JUL-2025|0|0|1020000514|1|0|120960|200|20|0|0|09-AUG-2025|20|3|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8441|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000515_0010_0001|0|17-AUG-2025|0|0|1020000515|1|0|120960|800|100|0|0|17-AUG-2025|100|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8266|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000516_0010_0001|0|18-AUG-2025|0|0|1020000516|1|0|120960|800|100|0|0|18-AUG-2025|100|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8232|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000517_0010_0001|0|14-AUG-2025|0|0|1020000517|1|0|120960|800|100|0|0|14-AUG-2025|100|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8365|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000518_0010_0001|0|11-AUG-2025|0|0|1020000518|1|0|120960|800|25|0|0|11-AUG-2025|25|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8840|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000519_0010_0001|0|18-AUG-2025|0|0|1020000519|1|0|120960|800|50|0|0|18-AUG-2025|50|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8231|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000520_0010_0001|0|22-JUL-2025|0|0|1020000520|1|0|120960|200|20|0|0|09-AUG-2025|20|3|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|9238|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000521_0010_0001|0|23-JUL-2025|0|0|1020000521|1|0|120960|200|50|0|0|09-AUG-2025|50|3|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8428|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000522_0010_0001|0|13-AUG-2025|0|0|1020000522|1|0|120960|800|100|0|0|13-AUG-2025|100|1|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8435|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1020000523_0010_0001|0|23-JUL-2025|0|0|1020000523|1|0|120960|200|25|0|0|09-AUG-2025|25|3|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|8418|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1033500001_10_002|0|28-JUL-2025|0|0|1033500001|1|0|120960|200|75|0|0|09-AUG-2025|75|3|01-JAN-1970|0|-1|0|0|6200000072|0|0|0|0|6200000072|0|9207|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1033500001_10_002-1|0|28-JUL-2025|0|0|1033500001|1|0|120960|200|25|0|0|28-JUL-2025|0|6|01-JAN-1970|0|0|0|0|6200000072|0|||0|6200000072|0|0|0|3|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|1004|1|1033500001_10_002-2|0|28-JUL-2025|0|0|1033500001|1|0|120960|200|25|0|0|28-JUL-2025|0|6|01-JAN-1970|0|0|0|0|6200000072|0|||0|6200000072|0|0|0|3|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |538|02-MAY-2026|0|0|0|0|0|0|400|75|0|0|02-MAY-2026|0|6|01-JAN-1970|0|0|538|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |539|25-APR-2026|0|0|0|0|0|0|400|75|0|0|25-APR-2026|0|6|01-JAN-1970|0|0|539|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |540|09-MAY-2026|0|0|0|0|0|0|400|75|0|0|09-MAY-2026|0|6|01-JAN-1970|0|0|540|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |541|16-MAY-2026|0|0|0|0|0|0|400|75|0|0|16-MAY-2026|0|6|01-JAN-1970|0|0|541|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |542|23-MAY-2026|0|0|0|0|0|0|400|75|0|0|23-MAY-2026|0|6|01-JAN-1970|0|0|542|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |543|30-MAY-2026|0|0|0|0|0|0|400|75|0|0|30-MAY-2026|0|6|01-JAN-1970|0|0|543|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |544|06-JUN-2026|0|0|0|0|0|0|400|75|0|0|06-JUN-2026|0|6|01-JAN-1970|0|0|544|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |545|13-JUN-2026|0|0|0|0|0|0|400|75|0|0|13-JUN-2026|0|6|01-JAN-1970|0|0|545|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |546|22-NOV-2025|0|0|0|0|0|0|510|38|0|0|22-NOV-2025|0|6|01-JAN-1970|0|0|546|0| |0|||0|6200000072|11|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |547|20-JUN-2026|0|0|0|0|0|0|400|75|0|0|20-JUN-2026|0|6|01-JAN-1970|0|0|547|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |548|27-JUN-2026|0|0|0|0|0|0|400|75|0|0|27-JUN-2026|0|6|01-JAN-1970|0|0|548|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |549|21-FEB-2026|0|0|0|0|0|0|400|75|0|0|21-FEB-2026|0|6|01-JAN-1970|0|0|549|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |550|14-FEB-2026|0|0|0|0|0|0|400|75|0|0|14-FEB-2026|0|6|01-JAN-1970|0|0|550|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |551|06-DEC-2025|0|0|0|0|0|0|400|49|0|0|06-DEC-2025|0|6|01-JAN-1970|0|0|551|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |552|13-DEC-2025|0|0|0|0|0|0|400|75|0|0|13-DEC-2025|0|6|01-JAN-1970|0|0|552|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |553|04-JUL-2026|0|0|0|0|0|0|400|75|0|0|04-JUL-2026|0|6|01-JAN-1970|0|0|553|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |554|11-JUL-2026|0|0|0|0|0|0|400|75|0|0|11-JUL-2026|0|6|01-JAN-1970|0|0|554|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |555|07-MAR-2026|0|0|0|0|0|0|400|75|0|0|07-MAR-2026|0|6|01-JAN-1970|0|0|555|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |556|28-FEB-2026|0|0|0|0|0|0|400|75|0|0|28-FEB-2026|0|6|01-JAN-1970|0|0|556|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |557|20-DEC-2025|0|0|0|0|0|0|400|75|0|0|20-DEC-2025|0|6|01-JAN-1970|0|0|557|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |558|27-DEC-2025|0|0|0|0|0|0|400|75|0|0|27-DEC-2025|0|6|01-JAN-1970|0|0|558|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |559|18-JUL-2026|0|0|0|0|0|0|400|75|0|0|18-JUL-2026|0|6|01-JAN-1970|0|0|559|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |560|25-JUL-2026|0|0|0|0|0|0|400|75|0|0|25-JUL-2026|0|6|01-JAN-1970|0|0|560|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |561|21-MAR-2026|0|0|0|0|0|0|400|75|0|0|21-MAR-2026|0|6|01-JAN-1970|0|0|561|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |562|14-MAR-2026|0|0|0|0|0|0|400|75|0|0|14-MAR-2026|0|6|01-JAN-1970|0|0|562|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |563|03-JAN-2026|0|0|0|0|0|0|400|75|0|0|03-JAN-2026|0|6|01-JAN-1970|0|0|563|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |564|10-JAN-2026|0|0|0|0|0|0|400|75|0|0|10-JAN-2026|0|6|01-JAN-1970|0|0|564|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |565|04-APR-2026|0|0|0|0|0|0|400|75|0|0|04-APR-2026|0|6|01-JAN-1970|0|0|565|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |566|28-MAR-2026|0|0|0|0|0|0|400|75|0|0|28-MAR-2026|0|6|01-JAN-1970|0|0|566|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |567|24-JAN-2026|0|0|0|0|0|0|400|75|0|0|24-JAN-2026|0|6|01-JAN-1970|0|0|567|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |568|17-JAN-2026|0|0|0|0|0|0|400|75|0|0|17-JAN-2026|0|6|01-JAN-1970|0|0|568|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |569|18-APR-2026|0|0|0|0|0|0|400|75|0|0|18-APR-2026|0|6|01-JAN-1970|0|0|569|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |570|11-APR-2026|0|0|0|0|0|0|400|75|0|0|11-APR-2026|0|6|01-JAN-1970|0|0|570|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |571|07-FEB-2026|0|0|0|0|0|0|400|75|0|0|07-FEB-2026|0|6|01-JAN-1970|0|0|571|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |572|31-JAN-2026|0|0|0|0|0|0|400|75|0|0|31-JAN-2026|0|6|01-JAN-1970|0|0|572|0| |0|||0|6200000072|10|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |601|17-JUL-2027|0|0|0|0|0|0|1200|75|0|0|17-JUL-2027|0|6|01-JAN-1970|0|0|601|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |602|01-MAY-2027|0|0|0|0|0|0|1200|75|0|0|01-MAY-2027|0|6|01-JAN-1970|0|0|602|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |603|10-JUL-2027|0|0|0|0|0|0|1200|75|0|0|10-JUL-2027|0|6|01-JAN-1970|0|0|603|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |604|24-JUL-2027|0|0|0|0|0|0|1200|75|0|0|24-JUL-2027|0|6|01-JAN-1970|0|0|604|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |605|10-OCT-2026|0|0|0|0|0|0|1200|75|0|0|10-OCT-2026|0|6|01-JAN-1970|0|0|605|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |606|03-OCT-2026|0|0|0|0|0|0|1200|75|0|0|03-OCT-2026|0|6|01-JAN-1970|0|0|606|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |607|01-AUG-2026|0|0|0|0|0|0|1200|75|0|0|01-AUG-2026|0|6|01-JAN-1970|0|0|607|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |608|26-SEP-2026|0|0|0|0|0|0|1200|75|0|0|26-SEP-2026|0|6|01-JAN-1970|0|0|608|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |609|19-SEP-2026|0|0|0|0|0|0|1200|75|0|0|19-SEP-2026|0|6|01-JAN-1970|0|0|609|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |610|12-SEP-2026|0|0|0|0|0|0|1200|75|0|0|12-SEP-2026|0|6|01-JAN-1970|0|0|610|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |611|05-SEP-2026|0|0|0|0|0|0|1200|75|0|0|05-SEP-2026|0|6|01-JAN-1970|0|0|611|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |612|22-AUG-2026|0|0|0|0|0|0|1200|75|0|0|22-AUG-2026|0|6|01-JAN-1970|0|0|612|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |613|29-AUG-2026|0|0|0|0|0|0|1200|75|0|0|29-AUG-2026|0|6|01-JAN-1970|0|0|613|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |614|08-AUG-2026|0|0|0|0|0|0|1200|75|0|0|08-AUG-2026|0|6|01-JAN-1970|0|0|614|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |615|15-AUG-2026|0|0|0|0|0|0|1200|75|0|0|15-AUG-2026|0|6|01-JAN-1970|0|0|615|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |616|24-OCT-2026|0|0|0|0|0|0|1200|75|0|0|24-OCT-2026|0|6|01-JAN-1970|0|0|616|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |617|26-DEC-2026|0|0|0|0|0|0|1200|75|0|0|26-DEC-2026|0|6|01-JAN-1970|0|0|617|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |618|27-MAR-2027|0|0|0|0|0|0|1200|75|0|0|27-MAR-2027|0|6|01-JAN-1970|0|0|618|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |619|29-MAY-2027|0|0|0|0|0|0|1200|75|0|0|29-MAY-2027|0|6|01-JAN-1970|0|0|619|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |620|17-OCT-2026|0|0|0|0|0|0|1200|75|0|0|17-OCT-2026|0|6|01-JAN-1970|0|0|620|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |621|02-JAN-2027|0|0|0|0|0|0|1200|75|0|0|02-JAN-2027|0|6|01-JAN-1970|0|0|621|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |622|20-MAR-2027|0|0|0|0|0|0|1200|75|0|0|20-MAR-2027|0|6|01-JAN-1970|0|0|622|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |623|05-JUN-2027|0|0|0|0|0|0|1200|75|0|0|05-JUN-2027|0|6|01-JAN-1970|0|0|623|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |624|07-NOV-2026|0|0|0|0|0|0|1200|75|0|0|07-NOV-2026|0|6|01-JAN-1970|0|0|624|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |625|09-JAN-2027|0|0|0|0|0|0|1200|75|0|0|09-JAN-2027|0|6|01-JAN-1970|0|0|625|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |626|13-MAR-2027|0|0|0|0|0|0|1200|75|0|0|13-MAR-2027|0|6|01-JAN-1970|0|0|626|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |627|15-MAY-2027|0|0|0|0|0|0|1200|75|0|0|15-MAY-2027|0|6|01-JAN-1970|0|0|627|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
100000000004|VF|2| |628|31-OCT-2026|0|0|0|0|0|0|1200|75|0|0|31-OCT-2026|0|6|01-JAN-1970|0|0|628|0| |0|||0|6200000072|13|0|0|1|202547|CONSTRAINED|CONSTRAINED|CONSTRAINED_202547_2025-11-20_0656|BY_IF
